star_rating	helpful_votes	total_votes	review_headline	review_date
5	0	0	Heavy duty!	4/15/2014
5	0	0	Love this dryer	4/8/2014
2	0	0	Switch problem	4/3/2014
5	0	0	Awesome	3/31/2014
3	0	0	I'll keep it - at least for now	3/28/2014
5	0	0	Excellent Hair Dryer	3/26/2014
5	1	1	highly recommend	3/18/2014
4	0	0	Good Dryer for the Money	3/16/2014
5	0	0	Great Hair dryer!	3/11/2014
5	0	0	I love it!!!	3/11/2014
5	0	0	Feels like quality	3/11/2014
1	1	2	used one time!	3/11/2014
5	4	4	Great hairdryer	3/8/2014
5	0	0	Fantastic!	3/4/2014
1	28	32	"bought 2 of these, shipping back for a refund"	3/3/2014
5	1	2	Excellent Performance	3/3/2014
4	0	0	"Nice power, selection of settings"	3/1/2014
4	0	0	Good dryer	2/25/2014
5	0	0	It does the job	2/21/2014
5	1	1	Great for Thick Hair	2/14/2014
5	0	0	Great dryer at a great price!!	2/2/2014
5	0	2	Great product	1/28/2014
5	0	0	Great product!	1/28/2014
5	1	1	Good.	1/17/2014
4	0	0	I love it.	1/16/2014
5	1	1	Best dryer	1/15/2014
5	1	1	This is a really good blow dryer.	1/14/2014
4	0	0	Gift for my wife	1/6/2014
5	1	1	Excellent Dryer For Fine Hair	1/5/2014
5	2	3	Seem to do the job	1/4/2014
5	1	1	Best Hairdryer	1/4/2014
5	1	1	Absolutely a great hair dryer	1/3/2014
5	0	0	love it	1/1/2014
5	0	0	Great quality	12/30/2013
5	0	1	Gift	12/28/2013
4	0	0	works nicely	12/24/2013
5	0	0	love this hair dryer	12/20/2013
5	0	0	Absolutely Thrilled	12/18/2013
1	1	2	Avoid!	12/12/2013
5	0	0	"Quiet, well made hair dryer."	12/11/2013
4	0	0	"Great dryer, nothing needed"	12/9/2013
5	0	0	Works even on thick curly hair	12/8/2013
5	0	0	Best hairdryer I've ever owned!	12/1/2013
5	0	0	perfect in every way	11/28/2013
5	0	0	Excellent Dryer	11/23/2013
5	0	0	It is a very good dryer	11/17/2013
5	0	0	Love	11/17/2013
5	4	4	Best dryer for the price.	11/15/2013
5	1	1	Ceramic hair dryer does wonders for volume.	11/14/2013
4	0	0	"Sturdy dryer, annoying buttons."	11/9/2013
5	1	1	Magical!	11/5/2013
4	0	0	I would recommend it	11/3/2013
5	0	0	Works Great On Fine Straight Hair	10/31/2013
5	0	0	Perfect	10/30/2013
3	1	1	REMINGTON TSTUDIO SALON HAIR DRYER	10/27/2013
5	0	0	Remington Ac2015 Love it !!!	10/23/2013
5	0	0	Happy with this Dryer	10/23/2013
5	0	0	great product	10/23/2013
4	0	0	So far so good	10/21/2013
5	0	0	Great hair dryer	10/15/2013
5	0	0	Quiet & powerful!	10/14/2013
2	1	1	Loved it and then Kaput after 6 months	10/12/2013
2	0	0	Too Heavy for me	10/11/2013
2	1	1	Doesn't last	10/10/2013
2	0	0	So So	10/4/2013
2	1	1	NOT SO GREAT	10/1/2013
4	0	0	Excellent Buy	10/1/2013
4	0	0	Quieter than most and gets the job done	9/25/2013
3	0	0	Not my favorite.	9/21/2013
5	0	0	Great hair dryer!	9/18/2013
4	0	0	its nice	9/18/2013
3	0	0	Nothing special	9/15/2013
1	0	0	blows warm now.  cool blast no longer works either.  this is ONLY 9 MONTHS old.. what a POS	9/6/2013
1	16	19	Started lighting itself on fire	9/5/2013
4	1	1	It is a hairdryer	8/25/2013
3	0	0	Hot setting should be Nuclear!!!  Watch out!	8/23/2013
5	0	0	Excellent hair dryer	8/18/2013
5	0	0	I love it.	8/16/2013
4	0	0	Powerful airflow	8/8/2013
5	0	0	Needed a new hair dryer	8/5/2013
1	1	2	"air leaks from several places, bad quality"	8/3/2013
5	0	0	Perfect	7/31/2013
5	0	0	Great Blow Dryer	7/29/2013
4	0	0	Very good hair dryer	7/29/2013
3	1	1	Meh	7/25/2013
4	0	0	"Dries well, runs cool, if that makes sense..."	7/24/2013
5	0	1	awesome!!	7/17/2013
3	0	0	So-So hair dryer	7/13/2013
4	0	0	Good	7/7/2013
5	0	0	Powerful!	7/5/2013
5	0	0	Excellent hair dryer!	7/4/2013
4	0	0	So far so Good!	7/1/2013
5	0	0	"Quality, Quiet, and Durability."	6/25/2013
5	1	1	Great as a diffuser	6/22/2013
5	0	0	I love it	6/22/2013
2	1	1	Not good	6/18/2013
4	0	0	it dries hair	6/11/2013
5	0	0	Wife loves this hair dryer	6/1/2013
5	0	0	Ordered my second one	5/31/2013
4	0	0	Nice Hairdryer	5/31/2013
3	0	0	It's ok	5/30/2013
5	0	0	"I bought it for my girlfriend, she loves it"	5/28/2013
5	0	0	A Nice Blow Dryer	5/26/2013
5	0	0	Perfect!	5/26/2013
5	0	0	Great hair dryer!	5/26/2013
5	0	0	Better than my CHI.	5/25/2013
5	0	0	Great Dryer!	5/23/2013
4	0	0	Great Hair Dryer.	5/21/2013
4	1	1	perfection!	5/15/2013
5	0	0	From Behind My Chair	5/13/2013
3	1	1	Just okay...	5/12/2013
5	1	1	Amazing!	5/11/2013
5	1	1	Wife loves it	5/8/2013
2	0	0	"After having it only a year and a half, it's sparking! Had to toss it"	5/6/2013
5	0	0	It just a regular hairdryer	5/5/2013
5	0	0	Works Perfectly Super Quiet	5/1/2013
4	0	0	Great hair dryer	4/30/2013
5	1	1	"Smooth hair with volume, and my eardrums are intact."	4/30/2013
5	0	0	Great hair dryer	4/25/2013
5	0	0	Super cool!	4/25/2013
4	0	0	Great value for money	4/19/2013
5	0	0	strong air and well built	4/17/2013
5	0	0	love love love it	4/14/2013
2	1	1	hair gets stuck on backside	4/13/2013
4	0	0	Sleek great settings but has initial unpleasant odor	4/13/2013
5	0	0	Great for thick hair	4/11/2013
1	1	2	Broke after 3 months of normal use	4/3/2013
5	0	0	Everything I need	4/2/2013
5	1	2	I researched until I dropped - so glad I did!	3/29/2013
5	1	1	"Happy wife, happy life"	3/28/2013
5	0	0	Great Hairdryer	3/25/2013
5	0	0	Great upgrade	3/24/2013
3	0	0	okay	3/20/2013
5	0	0	Quality dryer	3/16/2013
5	0	0	Best hair dryer ever	3/11/2013
5	0	0	Highly rated dryer.	3/10/2013
5	0	0	Works wonderfully.	3/3/2013
5	0	1	Awesome Hairdryer	2/28/2013
4	0	0	Nice dryer	2/22/2013
4	0	0	Love this dryer	2/19/2013
5	0	0	dries my hair fast and it is light	2/15/2013
5	0	0	Best hair dryer for the money	2/9/2013
5	0	0	=)	2/5/2013
5	0	0	Very Pleased	2/5/2013
5	0	0	Love the grippy plastic	2/5/2013
5	0	0	I had always bought cheap hairdryers before...	2/1/2013
4	0	0	happy with it	1/30/2013
4	0	0	good dryer	1/28/2013
5	0	0	I like it	1/23/2013
5	1	1	It works SWELL	1/21/2013
5	0	0	quality product	1/19/2013
5	0	0	Nice hairdryer	1/18/2013
5	1	1	Quiet and great grippy cover	1/15/2013
5	0	0	10 stars!	1/14/2013
5	0	0	Excellent!	1/13/2013
5	0	0	Very nice hair dryer	1/13/2013
5	0	0	Does what it says.	1/12/2013
2	0	0	Heavy	1/8/2013
3	0	0	"Gave as a present, but she didn't like it"	1/6/2013
3	0	0	Hair Dryer Broke After Two Months	1/5/2013
5	0	0	Christmas Present	1/4/2013
5	0	0	Good hair dryer and not over priced	1/2/2013
5	0	0	This Blows... WELL!	1/2/2013
5	0	0	i'm in love with my blow dryer	1/2/2013
4	0	0	"Great hair dryer, worth every penny"	1/1/2013
5	0	0	Great product and great delivery	12/28/2012
5	0	0	Really good	12/28/2012
5	3	3	Finally a value hairdryer with some oomph!	12/20/2012
4	0	1	good article	12/20/2012
5	0	0	Price quality ratio is excellent	12/19/2012
5	0	0	why did I wait	12/15/2012
5	1	1	perfect	12/14/2012
4	0	0	Amazing	12/13/2012
3	1	2	Nice Hair dryer	11/29/2012
5	0	0	Best dryer I have ever owned - Super fast Super strong	11/26/2012
4	0	0	good value	11/26/2012
5	0	0	Great appliance at best price	11/25/2012
3	0	0	Very heavy and doesn't blow air as hard as expected	11/20/2012
5	0	0	It's pretty good!	11/18/2012
3	0	0	More girly than shown in pic	11/15/2012
5	0	1	Great Product!	10/28/2012
2	0	0	heavy and ineffective	10/13/2012
5	1	2	so far so good	10/2/2012
5	0	0	Fabulous Hair Dryer!	9/29/2012
5	1	1	Quiet and powerful	9/18/2012
5	0	0	great	9/6/2012
4	0	0	Good buy	7/31/2012
3	0	0	Not recommended for curly hair	7/16/2012
1	4	6	Marketing gimmick	7/14/2012
5	0	0	Great hair dryer	7/13/2012
3	0	0	Not Exactly as Pictured	7/4/2012
3	12	14	Other Reviews Correct About the Sparking	4/26/2012
4	5	5	Broke but was replaced by manufacturer	3/16/2012
5	0	0	Perfect	2/23/2012
1	4	7	Unfortunately did NOT last	2/16/2012
5	0	0	great blowdryer	2/13/2012
5	0	0	Amazing Blower	2/8/2012
4	0	0	Pretty Good Hair Dryer for Price	1/7/2012
5	0	0	My mom loved it	12/31/2011
5	1	1	Great dryer!	12/29/2011
5	0	0	Perfect Dryer	12/29/2011
4	0	0	Wonderful product just a little too....	12/13/2011
4	439	451	died early	12/8/2011
4	0	1	Remington AC2015 Hair Dryer	12/8/2011
3	0	0	LOUD & got weird noises.	12/6/2011
5	0	0	Best hair dryer I have ever owned	11/29/2011
5	0	0	Great!	11/14/2011
5	0	0	Best Hair Dryer	8/17/2011
4	0	0	Great dryer	7/3/2011
5	0	0	great dryer	7/1/2011
4	0	0	Just what I was looking for.	5/28/2011
2	3	4	not hot enough made my hair stiff	3/14/2011
5	0	0	LOVE IT!!!	2/26/2011
4	1	1	fast dryer!	1/31/2011
5	0	0	"Great hairdryer, slightly heavy, but quiet"	1/16/2011
