star_rating	review_headline
1	Be wary- lasted just over one year!!!
5	Great little dynamo!
1	Defective switch on the product.
5	"With the exception of colors, this appears to be ..."
4	Four Stars
1	Do not like
4	Tried and true
5	Worth the long wait
3	Just okay
5	Drys in half the time and stores easily.
5	I got a new one and was pleased to find the design was the same
5	Five Stars
3	"Does the job, but not what I expected."
5	"Great for home, cottage, motels & hotels"
5	Works great!
5	Smooth transaction !
5	I really like this product
3	Three Stars
2	Installation was difficult. A small plastic piece cracked during ...
4	Works great
5	great!
4	The Onei is just perfect! I really like that is has an ion ...
5	Five Stars
2	Two Stars
3	It's meh
1	Safety issue
5	Excellent!
1	One Star
5	Five Stars
3	The hose and bonnet does not stay connected. It ...
1	I've had 3 of these hair druers and was happy with them because of the folding feature
1	disappointing for my waves
4	Four Stars
5	"All in all, works better than a towell and/or shaking the head a lot to remove water!  haha"
3	The retractable cord rarely fully retracts and it doesn't seem ...
4	the product is very nice in display and function
5	Five Stars
4	Four Stars
5	... this one for over 3 years and it worked great. It just recently died and I bought the ...
5	Five Stars
5	Five Stars
5	love this thing
5	Five Stars
5	so glad I didn't
5	Five Stars
2	Internal sparks after less than a year!
5	Five Stars
5	Five Stars
3	No cool shot
5	Tickled
1	One Star
5	COOL SLIM HAIR DRYER
5	Good quality and good performance
5	"convenient, high powered and looks great"
5	AWESOME
5	Great Hair Dryer
4	Like
1	Dryer overheats and would not work
5	Five Stars
5	perfect lightweight dryer for curly heads
5	Best hair dryer I've ever used~
5	Andis 1600W Quiet Hair Dryer
5	It blows.
5	Hair dryers are easy to installed
4	Four Stars
5	Five Stars
5	Best Blow Dryer!
4	Haiku Review
4	Cord retract is a bitch to work. Have to ...
2	And is Hair Dryer
5	Five Stars
5	a really great investment! love it
5	"Great dryer, works extremely well"
3	Three Stars
5	Five Stars
5	Best blow dryer I have ever owned
5	Five Stars
5	Five Stars
5	Five Stars
4	Great little hair dryer
2	I don't see the point..
4	This blow dryer works great for travel
5	Good hair dryer
4	Four Stars
4	This is a really good dryer. I have had it for five months
5	easy to travel with
1	Broke within months
4	works well
3	Three Stars
3	Easy to mount to wall
5	My girlfriend loves it
5	Five Stars
5	Five Stars
5	Nice unit but not very quiet.
5	Five Stars
1	horrible
5	"Dries my hair super fast, like 2 minutes fast"
5	"Excellent product. Worked as advertised, powerful and light."
1	Not good for kinky natural hair
5	Good dryer
5	BestBUY
3	Blow me away!
5	Love it very very powerful
5	Love it!!
2	Two Stars
5	Five Stars
5	Consult 1875 watt hairdryer
3	Three Stars
3	Piss poor attachment design
5	Five Stars
5	Five Stars
4	Salon dryer
5	Five Stars
5	Awesome hair dryer for the price!
5	Co air blow dryer
5	Just as good as a $200
5	Five Stars
4	MY BEST PURCHASE!!
4	Four Stars
5	Love the retractable cord.
5	This one replaced the last Remington that I had (and ...
5	Five Stars
1	This blows your hair like a regular blow dryer
5	It dries things
5	Five Stars
1	Total disappointment!
1	almost like they were used
5	Five Stars
3	The good: For the most part
5	HAPPY WITH THIS CONAIR HAIR DRYER
4	Four Stars
4	Four Stars
5	DaleR
5	It's a great dryer!!
1	Doesn't fit Conair Folding Handle 1875-Watt Dryer / Model 124TL
4	Four Stars
5	Five Stars
5	This is buy far the best hair dryer ever
1	THE WORST HAIR DRYER EVER
2	Two Stars
5	Perfect Dryer!
5	A must for European travel
1	Buyer beware
3	"Does the job, blows fine"
5	Best hair dryer ever
4	Four Stars
4	Liked it but it was broken
5	Great dryer! All you need!
2	Two Stars
4	Four Stars
5	Five Stars
5	Five Stars
3	... blow dryer was this exact model and I absolutely loved it. However
5	Love this hair dryer
5	Five Stars
5	best blow dryer
5	"Great product, Great customer service"
5	Love it
5	"Professional-quality hair dryer with options that are perfect for fine, short hair, and at a terrific price point"
1	One Star
5	Quiet and Fast Blow Dryer
1	garbage
5	Works great. This brand was in our resort in Florida ...
1	Will not purchase again
4	Wall hair dryer
4	Four Stars
5	great design; it has a bit of a weight ...
4	Four Stars
5	Five Stars
4	Four Stars
5	Great hair dryer ... also the night light is super.
5	Five Stars
5	Love it!
3	It's Okay
5	Amazing!
5	Five Stars
5	Great dryer
5	Ms at first I bought 1 to see how I liked it.
5	Five Stars
4	Good But cause hair to tangle
3	This is almost perfect. I love the finish
4	Four Stars
1	Not a good product.
3	It does the work.
5	Five Stars
5	LOVE IT!!
5	Blown Away
5	Great product and convenience
5	Five Stars
5	Great item
5	Love this product!!! Will buy for life!
5	Conair makes reliable stuff!
5	My hair is really curly and I like it better straight and this product has the power ...
4	This dryer was perfect blow speed for my long fine hair
5	Great quality
5	Five Stars
2	I like the way it folds up
5	Five Stars
5	Five Stars
5	Love it.
4	Quick drying of hair without making it brittle. Gave ...
1	I did not like the design or the size so I sent it ...
1	Base is NOT sturdy!
5	I love this hair dryer.
5	Five Stars
5	Five Stars
5	but it works great for me
1	One Star
4	Nice product
5	Five Stars
5	Great Dryer
5	hair dryer
5	I like this hair dryer and can't believe the price for ...
5	Five Stars
5	works great. Don't know how it does it
5	Five Stars
3	Meh
5	Nice hairdryer
5	Great hair dryer
2	Two Stars
5	Since 2011 and going strong!
1	One Star
5	Five Stars
5	Worth the money!
5	Great little hairdryer
4	Four Stars
5	It works and its my go to dryer.
5	Five Stars
5	Great buy
4	Four Stars
5	Five Stars
5	Small and compatible quality product
5	and I love the small size
3	"Okay, it does work, but there are better products out there"
5	Five Stars
1	It is too loud. I googled quiet hair dryers ...
3	I actually love how this dryer performs but it looses its motor ...
4	Nice Little Hairdryer
4	"It's a fine dryer, and I use it occasionally when I'm ..."
5	Five Stars
5	Great quality for inexpensive hair dryer!
5	Five Stars
5	Loved it.
4	Four Stars
4	Excellent travel dryer.
5	Five Stars
5	I love the hair dryer
4	"Basic, easy to use value for rental properties"
5	Five Stars
5	Five Stars
5	Best hairdryer ever!!
5	it's a good product.
2	Retractable cord no longer works.
1	Stopped working after 4 months!
5	Great product.
5	Five Stars
3	This hair dryer fool me just looking at it on the page
1	Dangerous Self Destruction
5	Five Stars
4	Can't complain.
5	Highly Recommended
5	I love not having the hairdryer laying out in the way
1	nahh
4	Four Stars
1	Blows out too much smoke
1	Unhappy with retractable cord
5	Best Hair Dryer I've Ever Owned!
2	Stopped Working...
3	Packaging is horrible. It came in a broken box and a ...
1	Don't waste your money
5	Five Stars
5	Great for the money
4	"Good dryer, tight fit"
2	Two Stars
3	Three Stars
5	Love this dryer and its pink!
5	Quick drying
5	Five Stars
1	Never even worked
5	Five Stars
3	Three Stars
5	Five Stars
5	Excellent
5	Great hair dryer
3	But is definitely better than the ones you'd find a Walmart
4	Because of the wider nozzle its seems like less air
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
1	"Soft rubber cord last 1 Year, then shorts out causing sparks and fire."
5	Five Stars
5	Five Stars
5	Hair Dryer
5	Five Stars
2	"Yes to the settings, no to the durability"
5	Great value
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
4	I like it.
4	bigger than expected
5	Five Stars
5	I'm growing super long hair and this makes my hair so soft ...
5	I used Conair before and those malfunction super easily.
5	I love this hair dryer
4	Four Stars
1	Should be recalled
5	Trying to figure out how I can find a better solution then this plastic piece around the metal pole
3	Three Stars
4	"I love it, and it does a great job of ..."
5	Nice hair dryer. No complaints
4	"Great Dryer, Great Price"
5	love it!
5	Five Stars
5	Five Stars
5	Super shiny smooth hair after first use!
5	Five Stars
2	Quiet but extends drying time
5	Quality hair dryer still working years later
5	Working great!
5	"I have long and thick hair, usually take me ..."
5	This is a great blowdryer to take traveling
2	I wouldn't waste my money on this
5	Five Stars
5	Works well.
5	Five Stars
3	Three Stars
5	Excellent Quality!
5	Great hair dryer
4	Works great and does dry very quickly
5	Five Stars
5	Five Stars
5	I love this hair dryer
5	Five Stars
5	Five Stars
3	Three Stars
5	It was easy to put on the wall
4	Like it it is pretty powerful
4	I love it
5	Super Nice Hair Dryer!
2	Edited review after six months
5	Love it! So convenient
5	Great Product.
5	Five Stars
5	Five Stars
1	DON'T WASTE YOUR MONEY
5	I Love It!
4	Four Stars
5	Amazing stamina. Plug it in and it never stops
5	Five Stars
4	Four Stars
5	"Excellent, we love it"
4	Great hair dryer for dogs and people.
1	One Star
5	Compact dryer delivers quiet drying and easy packability
3	Heavy and has a weak drying power
4	Four Stars
3	Has more of the high pitch tone that makes it annoying. Otherwise
3	Three Stars
5	Five Stars
4	Four Stars
5	"this one blows them out of the water (pun very much intended) Thank you to everyone else who posted a great review, this is a gr"
5	Great wall hair dryer!
5	Five Stars
5	Five Stars
5	great hairdryer.  you can definitely tell the difference from a regular hairdryer
5	Perfect for travel
4	**use on low only if you are running on 220v**
4	Four Stars
3	Three Stars
5	Exceeds expectations.
5	Five Stars
5	"quick, powerful, dry"
5	I was VERY happy with it
5	Nice Dryer.
5	Five Stars
5	Love it
4	Plenty good
3	Works as a blow drier but not as well as ...
5	Great settings lots of power
5	Best Dyer EVER
2	The dryer is good. Just wish the attachments stayed in place
5	Five Stars
4	Pretty decent power
4	Con air hair dryer
5	Five Stars
4	Great for travel!
3	Not what I expected.
5	Five Stars
5	"Nice dryer, great bargain, would recommend"
3	The only con is that it doesn't reach the back ...
5	Love the retractable cord!!!!
5	Great deal.
1	This hair dryer doesn't function well after I used it ...
2	too loud
5	Buy This Hair Dryer -- You Will Not Regret It!
4	I bought this hair dryer recently but i ordered a ...
1	CAUSES BLACK OUTS
5	Five Stars
5	POWERFUL - great for long beautiful hair
5	but if it lasts I would definitely recommend it.
1	Broke within 5 months
1	overheats
5	Five Stars
5	Five Stars
5	Five Stars
5	"Durable, heats fast, but large."
4	Great hair dryer for the price!
5	Great lightweight hair dryer
5	Five Stars
5	I reall like this dryer
5	"Nice, powerful small travel hair dryer"
5	Five Stars
5	Cheap and good
5	Great Buy
5	great little dryer
4	didn't receive the 2nd attachment for the dryer
4	"Good, compact dryer, but loud!"
5	Five Stars
5	No Whimpy Hotel Dryer...
4	Very good product. It doesn't seem to get that hot
3	Nothing Special
5	hair dryer
3	Three Stars
2	I would not purchase this product. This blower dryer ...
5	Worth the investment!
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
1	One Star
5	The perfect hairdryer
5	Great dryer for occasional use
5	Learned to check hood debth.
5	Finally - Dry Hair without Frizz!
5	As promised
5	Great replacement for a reasonable cost
3	Positives and negatives
2	"The old version (purple, black, gold logo) was much better"
5	"Incredible dryer!  Fast, soft and shiny hair!"
5	Five Stars
4	Four Stars
3	Didn't work with an inverter or converter started smoking while ...
5	Five Stars
3	Three Stars
4	Four Stars
5	Five Stars
2	Two Stars
4	Good hairdryer that isn't too loud
5	I would definitely recommend
5	Great hair care product!
4	I don't like that the diffuser doesn't prevent my hair from blowing ...
5	Perfect size for the small suitcase I had to use ...
3	"Cheap, but marginal at best..."
3	"Pros: Saves room on the counter, compact size ..."
2	2 Pounds is not Lightweight!
4	A great product for a great price!
5	Powerful
1	Caught Fire During Use after 3 Months!
4	Four Stars
5	Five Stars
5	Good product
5	Five Stars
3	Three Stars
5	Great value
5	Nice dryer.
5	great product for a great value
4	Great Quality
5	This one is really good. It provides a good flow of air and ...
3	I thought I was buying the same dryer as my ...
1	NOT PROFESSIONAL AS I EXPECTED. HAD TO RETURN IT.
5	Five Stars
5	Great price.
5	and we had good luck with Conair in the past
1	Sending it back. Blows too hard on high. ...
5	Five Stars
5	Five Stars
5	Heads UP
5	Five Stars
5	Wife thinks this thing is the best dryer she's ever had
5	A great Mothers Day
5	great travel hair dryer
2	Two Stars
5	Five Stars
5	Five Stars
2	Two Stars
5	would buy again
3	Three Stars
5	Excellent dryer for the price
4	Four Stars
4	"Okay for the money, but doesn't last."
3	Three Stars
5	Five Stars
2	Too hot
4	Great product! The retractable cord is really nice
5	Great little dryer!
4	Four Stars
5	Five Stars
4	Nice blow dryer so far had about a month blows ...
5	Love it
5	Best Hair Dryer I've Owned
5	excellent
5	Five Stars
5	Five Stars
4	Excellent product
1	One Star
4	cant beat it for the price.
5	"IT'S THE PERFECT SIZE, LOVE"
5	Five Stars
5	Improved My Hair Style
2	Two Stars
5	Five Stars
5	... hotel that my husband and I stayed at and loved so much that when we got home I went ...
4	Wonderful hairdryer
5	Good
5	Five Stars
4	Great little hair dryer
5	Great hair dryer!
1	Amazing at first
4	Four Stars
2	"Loved it, worked great"
5	Five Stars
5	Five Stars
1	Comb attachment falling apart.
5	Great !
5	Five Stars
1	Disappointed...
1	I am very disappointed.
5	Size doesn't always matter
3	Just okay.... doesnt seem to have ...
3	Three Stars
4	Four Stars
5	This is perfect for travel
5	Great hair dryer.
1	JUNK!
5	This is a great hair dryer
5	Five Stars
5	Five Stars
3	"Awkward grip on handle, it kinda bugs my finger ..."
5	Five Stars
5	Awesome for Fine Hair
1	The blow dryer is very light and had good power but failed completely in less than 2 months
5	"Great dryer works good, lots of power."
5	Five Stars
5	Best Hair Dryer!!
5	Everything seems to dry faster with this product.
1	One Star
5	Five Stars
5	Very satisfied
5	AWESOME !
5	Perfect for the price
4	5 years in the salon i like the dryer
5	Great
5	Five Stars
2	BIG
5	I love this hair dryer
3	Functional
5	Good hairdryer for the price.
5	Love it
5	Five Stars
3	Not really a travel dryer unless you travel big.
5	The best hair dryer I have used in 15 years
3	Okay but not curly enough
5	Five Stars
1	Broke
5	Five Stars
5	Five Stars
5	Five Stars
5	"Solid construction, and powerful"
5	Five Stars
5	We Would Like Panasonic Extended Warranty
5	Five Stars
5	Five Stars
5	Most versatile hair dryer
5	"simple powerful, quick drying"
3	Only works on low power internationally.
5	Five Stars
5	It works
5	Five Stars
5	Five Stars
5	I kept looking at the Rimini 1800W Tourmaline Ionic Ceramic on Amazon -- it was the color that caught my eye first -- that beaut
5	Very nice
5	4 years later...
5	"Nice dryer, love the controls."
5	Best hair dryer I have ever purchased
5	Excellent Product
4	Four Stars
5	I love this hairdryer
3	"Heavy, Loud but works"
5	Great value
1	Fire!
5	really awesome blow dryer
5	Fits T3 Micro
5	Love it!
5	I bought this hair dryer probably 3 years ago and ...
3	Oh the Buttons. THE BUTTONS!
5	Five Stars
1	Paid for new then received something used untrust
4	"good power, cord too short"
5	Perfect!
1	High hopes with Poor results
1	I previously had another blow dryer the same brand and was perfect. I'm not sure if it's this one that's ...
5	Great blower for a good price.
5	Great dryer. Lightweight and easy to handle
4	Good travel hair dryer
5	I actually like this blow dryer very much
5	Great for the $$
5	Five Stars
4	Smoothes the fizzies.
5	Nice product for price
5	Five Stars
5	... many blow dryers and this one has been my favorite.
5	Just what I wanted
5	Dry your hair!
3	Not a lot of power. It takes a lot ...
5	Great product! No issues
4	Glad I bought it.
5	Five Stars
5	Wonderful
5	A good buy
4	"For thin hair girls like myself, you need a dryer with a more ..."
2	Would not recommend using for long period of time
5	Great price and my wife is happy.
5	Five Stars
5	Awesome Hair Dryer!
1	poor
5	a perfectly good hair dryer
5	Five Stars
5	This small Conair 1875 will always be my favorite hair dryer
5	Five Stars
5	"Great hairdryer, great price"
5	Five Stars
5	Five Stars
4	Four Stars
5	Great Hair Dryer
3	It's ok
4	Four Stars
3	But...
3	Three Stars
5	My dryer of choice
5	Five Stars
5	Five Stars
5	Awesome dryer!
4	Good price and works great
5	Best dryer
5	Five Stars
5	Five Stars
4	Four Stars
2	Eh not as good as a standard ceramic
4	Four Stars
5	Five Stars
1	What a disappointment!
4	but it is more comfortable to use
5	Five Stars
5	Great compact hair accessory
5	Great product
5	My last hairdryer....
5	Love it
5	Great!!
5	I love this small and easy to carry hair dryer
5	Great product.
1	Too bad Conair is diluting their brand with this junk
4	Should be a 4.5 Star Rating Available - Not Perfect but Very Good
5	Perfect for travel or everyday use!
4	It's as good as my last conair but a bit less powerful ...
5	Five Stars
5	Five Stars
1	One Star
5	Don't ask Dogs their opinions
4	is that the concentrator piece on the end of the hairdryer comes off every now and then and it can become very annoying.
3	Good hair dryer.
5	Still Available
5	Excellent dryer! I would recommend it to everyone
5	Dynamite little dryer
5	Good product
5	Excellent. Great Value
5	Get one
5	Five Stars
3	It worked fine with the adapter
3	Conair 1875 Watt Blow Dryer
5	Awesome
5	Five Stars
5	Five Stars
4	Very Surprised
5	It has great power.
5	I finally found the exact dryer that I needed!
5	Five Stars
5	Love these dryers
5	Great service. I just wish that I had realized ...
3	Great While it Lasted
4	Really like!
5	Works great
3	Average blow dryer
4	Great dryer!
5	good
5	Five Stars
5	Five Stars
5	Great!
5	Five Stars
4	Nice compact hood dryer
5	Five Stars
1	Stopped working after only 3 months
5	love it!
3	"This sounds weird, but the night light is MUCH ..."
3	Three Stars
4	but still a great compact dryer that looks great in my bathroom
4	Very disappointed.
5	Decrease your drying time
5	Five Stars
5	Good air force (or whatever you call it)
5	Five Stars
5	works great
5	Quick dry...
5	Great product.
3	Not as good as the one I had 10 years ago
5	Five Stars
5	Under $30 and made me so happy!
1	Waste of money
3	Does not blow hard enough for me.
5	"Powerful, little dryer"
5	Totally satisfied.
5	Best dryer. No cord getting in the way.
5	Five Stars
5	Best
3	"OK, not great"
5	Nice drying experience.
5	Perfect for me.
1	One Star
5	Five Stars
5	Five Stars
5	Blow Me Away
3	"Great for $32, not for $200"
5	Amazing hair dryer for its size and price!
4	My hair dryer
5	Five Stars
1	Blew Up in Three Months
5	"Love this hairdryer, been wanting one for years!"
5	Works Great!! (according to my wife)
1	One Star
5	My Cord Keeper is a KEEPER!
3	Good in a pinch
5	Five Stars
5	Five Stars
1	Worst Hair Dryer Ever
5	Excellent hair dryer
2	Two Stars
5	Very Nice Dryer
5	Powerful
5	Five Stars
5	Five Stars
5	I love it
5	Five Stars
5	Five Stars
2	Two Stars
5	The best hair dryer
5	Great travel blow dryer.
4	Four Stars
5	Five Stars
5	Love it!
5	Five Stars
5	Five Stars
5	Five Stars
5	"Shiny, silky, compliment-worthy hair!"
1	Believe the Reviews!!!
5	Five Stars
4	Good but now over priced @ 19.95
2	I've seen this cheaper elsewhere
5	Five Stars
3	Mounting defect
1	it seems to be newand fine but never went
5	Five Stars
5	Five Stars
1	One Star
5	Five Stars
5	"Works great, gave me my independence back"
3	Straw not silk
5	Five Stars
5	Love it! Does not frizz out my hair at ...
4	the wall mount feature is the best for keeping a clutter-free countertop
3	... heat selector buttons are not toggle or rocker switch like other ones it seems to wobble when operated and ...
5	Five Stars
5	Five Stars
5	Five Stars
5	Five Stars
4	Four Stars
5	Love it.
5	Love this hair dryer
3	Three Stars
1	One Star
5	Professional Product at a Bargain Price!
3	Wife didn't really like it
1	Overheats immediately!
5	Great product quiet like I've never experienced I forget it's ...
5	Five Stars
4	Four Stars
5	Works like a dream! Buttons should be reversed...
4	Four Stars
5	Best dryer Yet!
5	Love it!
5	I was amazing by that
4	"Works as advertised, may need to secure hose to bonnet by altering what Conair provided."
3	... my daughter it isn't hot enough for me but awesome for my 10yr old to dry her thin/fine hair
3	You get what you pay for...
4	BEST DRYER I HAVE OWNED!!!
4	Four Stars
5	Great small dryer
5	Great gift
4	Super tiny but powerful
5	Five Stars
5	Five Stars
1	Doesn't fit
2	Two Stars
5	Five Stars
5	Five Stars
4	Great value
5	Good value
4	Great buy for the price
5	... a purple hint of color just an fyi and love it. I used it for the first time ...
4	Four Stars
5	Five Stars
4	Four Stars
5	Five Stars
5	Five Stars
4	INEXPENSIVE DRYER GETS THE JOB DONE
4	but the product itself works great.
4	Four Stars
3	Three Stars
5	I'm in love!
5	Five Stars
5	Five Stars
5	Absolute bargain of the century - superb hair dryer for the money!
3	Not exactly useful
1	Awful! Puff of smoke and NO blowing!
5	Five Stars
5	Five Stars
5	Just what I wanted
5	Saves me money long term
5	Five Stars
5	Five Stars
5	They've been great. Lasted a long time
5	Great Hair Dryer
1	FIND ANOTHER BLOW DRYER
5	Five Stars
4	Four Stars
5	Don't leave home without it!
5	Beard dryer and styler
5	Love it!
5	"Good size, power and temperature"
5	Fast drying and easy to hold.
5	Five Stars
5	LOVETHIS HAIR DRYER.
5	Five Stars
5	Hot and compact
4	Four Stars
5	Five Stars
5	Five Stars
4	Four Stars
5	Five Stars
3	Three Stars
5	We are very happy with its performance
5	Five Stars
5	Better than a Big Dryer
5	Five Stars
5	I
3	Awesome but....
5	Five Stars
4	Four Stars
5	Love this!!
5	Five Stars
5	I love it!!
5	Dry's well and is small enough to pack for travel ...
5	Five Stars
4	Good
4	It dries my hair very fast though it does not have the changing voltz feature I like it! Is a little heavy but you can ...
5	Five Stars
3	but I like the power
4	"It is the right size,"
2	Two Stars
5	works great! Just a little heavy
3	LOUD! what?! I said it's Loud!!! Huh??
4	Four Stars
5	I love the number of options this dryer gives you as ...
5	Five Stars
4	Very powerful and the low heat setting is definitely low ...
5	Bargain!!
5	and easy to
5	Five Stars
4	Good hair dryer for the price
1	very disappointed!!!!
4	Works Good
5	best
5	Worth the money!
5	Five Stars
5	Better than expected- really great value to price ratio
5	Five Stars
5	Bought a second one
5	** The Best Hair Drying Styler Ever! **
5	Oster does it's job
5	Five Stars
5	Home Salon Dryer
5	Five Stars
5	I'd recommend
5	Five Stars
5	Five Stars
2	do not buy it
5	Five Stars
5	Five Stars
5	Five Stars
4	This hair dryer is amazing! only flaw
5	My new favorite hair dryer!
3	It's okay.
5	Five Stars
5	This is so much better than the cheap dryer I bought at supermarket
5	I love this dryer and wish they made it in a ...
4	The only reason I cannot give it 5 stars is ...
5	Five Stars
5	Five Stars
3	Ive used it about 6 times and it's still in good condition ( also keep in mind that I am ...
5	Five Stars
3	only high setting  works
5	hands down the best Blow dryer EVER
1	It does not contain a cool shot button
4	Handy little dryer w. a decent diffuser
5	Great Quality
5	Five Stars
1	One Star
5	Five Stars
5	Great
5	Worth the money for smooth shiny hair
